,City,Description,Temperature(C),Feels Like(C),Minimum Temp(C),Maximun Temp(C),Pressure,Humidity,Wind Speed,Time of record,Sunrise(Local Time),Sunset(Local Time)
0,Hanoi,few clouds,26.15,26.15,26.15,26.15,1011,87,3.39,2023-11-03 23:26:34,2023-11-03 05:59:53,2023-11-03 17:20:25
